status;http;url;source;markdown;src_chars;local_chars;live_chars;local_cov;live_cov;src_img;local_img;live_img;src_yt;live_yt;issues;missing_local;missing_live;mojibake;error
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/en-codant/suivre-arreter-devant-obstacle/le-robot-maqueen-en-action-video/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\En codant\Suivre arreter devant obstacle\Le robot Maqueen en action Video.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\en-codant\suivre-arreter-devant-obstacle\le-robot-maqueen-en-action-video.md;0;0;0;1.0000;1.0000;1;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/en-codant/suivre-arreter-devant-obstacle/presentation/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\En codant\Suivre arreter devant obstacle\Presentation.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\en-codant\suivre-arreter-devant-obstacle\presentation.md;924;924;924;1.0000;1.0000;0;0;0;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/en-codant/suivre-arreter-devant-obstacle/programmer-dans-vittascience-site/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\En codant\Suivre arreter devant obstacle\Programmer dans Vittascience Site.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\en-codant\suivre-arreter-devant-obstacle\programmer-dans-vittascience-site.md;0;0;0;1.0000;1.0000;1;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/en-codant/suivre-arreter-devant-obstacle/traitement-des-donnees-avec-vittascience/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\En codant\Suivre arreter devant obstacle\Traitement des donnees avec Vittascience.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\en-codant\suivre-arreter-devant-obstacle\traitement-des-donnees-avec-vittascience.md;874;874;874;1.0000;1.0000;0;0;0;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/boussole-inclinee-premier-exemple/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Boussole inclinee premier exemple.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\boussole-inclinee-premier-exemple.md;0;0;0;1.0000;1.0000;0;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/boussole-inclinee-second-exemple/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Boussole inclinee second exemple.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\boussole-inclinee-second-exemple.md;0;0;0;1.0000;1.0000;0;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/boussole-vers-le-nord/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Boussole vers le Nord.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\boussole-vers-le-nord.md;0;0;0;1.0000;1.0000;0;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/cannes-blanches-electroniques-questions/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Cannes blanches electroniques Questions.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\cannes-blanches-electroniques-questions.md;306;306;306;1.0000;1.0000;0;0;0;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/fabriquer-un-thermometre-avec-une-carte-micro-bit-exercice/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Fabriquer un thermometre avec une carte micro bit Exercice.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\fabriquer-un-thermometre-avec-une-carte-micro-bit-exercice.md;586;586;586;1.0000;1.0000;0;0;0;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/fabriquer-une-boussole-avec-carte-micro-bit-exercice/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Fabriquer une boussole avec carte micro bit Exercice.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\fabriquer-une-boussole-avec-carte-micro-bit-exercice.md;572;572;572;1.0000;1.0000;0;0;0;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/gosense-dispositif-intelligentes-cannes-blanches-article/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\GoSense dispositif intelligentes cannes blanches Article.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\gosense-dispositif-intelligentes-cannes-blanches-article.md;1071;1071;1071;1.0000;1.0000;1;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/hoverboard-et-environnement-complement/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Hoverboard et environnement Complement.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\hoverboard-et-environnement-complement.md;772;772;772;1.0000;1.0000;0;0;0;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/informatique-embarquee-generalites-questions/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Informatique embarquee generalites Questions.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\informatique-embarquee-generalites-questions.md;439;439;439;1.0000;1.0000;0;0;0;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/l-abs-questions/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\L ABS Questions.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\l-abs-questions.md;563;563;563;1.0000;1.0000;0;0;0;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/l-hoverboard-composition/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\L hoverboard Composition.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\l-hoverboard-composition.md;506;506;506;1.0000;1.0000;0;0;0;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/l-hoverboard-presentation/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\L hoverboard Presentation.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\l-hoverboard-presentation.md;621;621;621;1.0000;1.0000;0;0;0;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/la-boussole-micro-bit-en-action-video/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\La Boussole micro bit en action Video.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\la-boussole-micro-bit-en-action-video.md;0;0;0;1.0000;1.0000;1;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/la-canne-blanche-de-locomotion-video/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\La canne blanche de locomotion Video.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\la-canne-blanche-de-locomotion-video.md;0;27;27;1.0000;1.0000;0;0;0;1;1;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/le-babyphone-ipc-310-bp-corrige/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Le babyphone IPC 310 bp Corrige.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\le-babyphone-ipc-310-bp-corrige.md;621;621;621;1.0000;1.0000;0;0;0;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/le-babyphone-ipc-310-bp-description/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Le babyphone IPC 310 bp Description.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\le-babyphone-ipc-310-bp-description.md;3492;3492;3492;1.0000;1.0000;1;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/le-babyphone-ipc-310-bp-questions/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Le babyphone IPC 310 bp Questions.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\le-babyphone-ipc-310-bp-questions.md;153;153;153;1.0000;1.0000;0;0;0;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/les-versions-electroniques-de-la-canne-blanche/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Les versions electroniques de la canne blanche.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\les-versions-electroniques-de-la-canne-blanche.md;923;923;923;1.0000;1.0000;0;0;0;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-10/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Nformatique embarquee\Sans titre (10).html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\nformatique-embarquee\sans-titre-10.md;0;0;0;1.0000;1.0000;0;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-11/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Nformatique embarquee\Sans titre (11).html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\nformatique-embarquee\sans-titre-11.md;0;0;0;1.0000;1.0000;0;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-12/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Nformatique embarquee\Sans titre (12).html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\nformatique-embarquee\sans-titre-12.md;0;0;0;1.0000;1.0000;0;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-13/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Nformatique embarquee\Sans titre (13).html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\nformatique-embarquee\sans-titre-13.md;0;0;0;1.0000;1.0000;0;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-14/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Nformatique embarquee\Sans titre (14).html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\nformatique-embarquee\sans-titre-14.md;0;0;0;1.0000;1.0000;0;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-15/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Nformatique embarquee\Sans titre (15).html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\nformatique-embarquee\sans-titre-15.md;0;0;0;1.0000;1.0000;0;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-16/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Nformatique embarquee\Sans titre (16).html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\nformatique-embarquee\sans-titre-16.md;0;0;0;1.0000;1.0000;0;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-17/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Nformatique embarquee\Sans titre (17).html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\nformatique-embarquee\sans-titre-17.md;0;0;0;1.0000;1.0000;0;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-18/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Nformatique embarquee\Sans titre (18).html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\nformatique-embarquee\sans-titre-18.md;0;0;0;1.0000;1.0000;0;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-19/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Nformatique embarquee\Sans titre (19).html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\nformatique-embarquee\sans-titre-19.md;0;0;0;1.0000;1.0000;0;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-2/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Nformatique embarquee\Sans titre (2).html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\nformatique-embarquee\sans-titre-2.md;0;0;0;1.0000;1.0000;0;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-20/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Nformatique embarquee\Sans titre (20).html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\nformatique-embarquee\sans-titre-20.md;0;0;0;1.0000;1.0000;0;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-21/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Nformatique embarquee\Sans titre (21).html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\nformatique-embarquee\sans-titre-21.md;0;0;0;1.0000;1.0000;0;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-3/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Nformatique embarquee\Sans titre (3).html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\nformatique-embarquee\sans-titre-3.md;0;0;0;1.0000;1.0000;0;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-4/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Nformatique embarquee\Sans titre (4).html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\nformatique-embarquee\sans-titre-4.md;0;0;0;1.0000;1.0000;0;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-5/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Nformatique embarquee\Sans titre (5).html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\nformatique-embarquee\sans-titre-5.md;0;0;0;1.0000;1.0000;0;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-6/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Nformatique embarquee\Sans titre (6).html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\nformatique-embarquee\sans-titre-6.md;0;0;0;1.0000;1.0000;0;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-7/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Nformatique embarquee\Sans titre (7).html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\nformatique-embarquee\sans-titre-7.md;0;0;0;1.0000;1.0000;0;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-8/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Nformatique embarquee\Sans titre (8).html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\nformatique-embarquee\sans-titre-8.md;0;0;0;1.0000;1.0000;0;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-9/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Nformatique embarquee\Sans titre (9).html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\nformatique-embarquee\sans-titre-9.md;0;0;0;1.0000;1.0000;0;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Nformatique embarquee\Sans titre.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\nformatique-embarquee\sans-titre.md;0;0;0;1.0000;1.0000;0;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/premiere-intelligente-reconstitue-environnement-aveugles/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Premiere intelligente reconstitue environnement aveugles.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\premiere-intelligente-reconstitue-environnement-aveugles.md;7631;7631;7631;1.0000;1.0000;1;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/principe-de-la-canne-blanche/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Principe de la canne blanche.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\principe-de-la-canne-blanche.md;393;393;393;1.0000;1.0000;0;0;0;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/resultat-souhaite-la-temperature-evolue-ici-de-24-c-31-video/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Resultat souhaite la temperature evolue ici de 24 C 31 Video.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\resultat-souhaite-la-temperature-evolue-ici-de-24-c-31-video.md;0;0;0;1.0000;1.0000;1;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/sans-titre/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Sans titre.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\sans-titre.md;0;0;0;1.0000;1.0000;0;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/schema-logique-de-l-hoverboard-exercice/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Schema logique de l hoverboard Exercice.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\schema-logique-de-l-hoverboard-exercice.md;223;223;223;1.0000;1.0000;0;0;0;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/trame-du-programme-boussole/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Trame du programme Boussole.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\trame-du-programme-boussole.md;323;323;323;1.0000;1.0000;0;0;0;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/un-nouveau-procede-de-freinage-l-abs-video/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Un nouveau procede de freinage l ABS Video.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\un-nouveau-procede-de-freinage-l-abs-video.md;0;0;0;1.0000;1.0000;1;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/exercices/valeurs-du-programme-a-editer-code-scratch/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Exercices\Valeurs du programme a editer Code scratch.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\exercices\valeurs-du-programme-a-editer-code-scratch.md;0;0;0;1.0000;1.0000;0;1;1;0;0;;;;;
PASS;200;https://meunier78.github.io/Manuel-SNT/informatique-embarquee-objets-connectes/ouverture-du-chapitre/environnement-sante-handicap-sport-loisirs-ils-sont-partout/;C:\Users\bertr\OneDrive\Bureau\EN\2. Secondes\SNT\0. Numérique 2026\Livre numérique\snt-seconde-main\Informatique embarquee\Environnement sante handicap sport loisirs ils sont partout.html;C:\Users\bertr\Documents\Manuel-SNT-GitHub\docs\informatique-embarquee-objets-connectes\ouverture-du-chapitre\environnement-sante-handicap-sport-loisirs-ils-sont-partout.md;3257;3257;3257;1.0000;1.0000;0;0;0;0;0;;;;;
