severity;category;page;detail;target
FAIL;ressource_absente;informatique-embarquee-objets-connectes/activites/les-ampoules-connectees/principe-des-ampoules-connectees/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/activites/les-ampoules-connectees/yeelight-yld06yl-smart-bulb-disassembly-video/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/activites/les-rovers-de-la-planete-mars/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/activites/les-rovers-de-la-planete-mars/le-rover-perseverance-prend-un-selfie/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/activites/les-rovers-de-la-planete-mars/les-rovers-connus/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/activites/les-rovers-de-la-planete-mars/les-rovers-martiens-questions/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/activites/les-rovers-de-la-planete-mars/qu-est-ce-qu-un-rover-martien/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/activites/velos-assistance-electrique/composition-d-un-vae/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/activites/velos-assistance-electrique/exemple-d-ecran-de-controle-un-vae/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/activites/velos-assistance-electrique/exemple-de-moteur-vae/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/activites/velos-assistance-electrique/exemples-de-batteries-vae/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/activites/velos-assistance-electrique/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/activites/velos-assistance-electrique/le-principe-du-vae/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/activites/velos-assistance-electrique/le-vae-comme-systeme-informatique-embarque-questions/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/activites/velos-assistance-electrique/velo-a-assistance-electrique-schema-logique/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/cours/a-quoi-sert-l-informatique-embarquee/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/cours/deux-modes-operatoires-pour-l-informatique-embarquee/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/cours/index.html;Ressource locale absente (script@src).;../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/cours/les-elements-constitutifs-d-un-systeme-informatique-embarque/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/cours/les-systemes-informatiques-embarques-schema-logique/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/cours/qu-est-ce-qu-un-objet-connecte/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/cours/qu-est-ce-qu-un-systeme-informatique-embarque/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/cours/qu-est-ce-que-la-domotique/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/cours/soyons-vigilants/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/en-codant/index.html;Ressource locale absente (script@src).;../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/en-codant/piloter-deplacements-robotise/avant-de-commencer/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/en-codant/piloter-deplacements-robotise/bibliotheque-tkinter/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/en-codant/piloter-deplacements-robotise/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
WARN;ids_dupliques;informatique-embarquee-objets-connectes/en-codant/piloter-deplacements-robotise/le-robot-braccio-description/index.html;Identifiants HTML dupliqués : E1-MJMAIN-2264, E1-MJMAIN-30, E1-MJMAIN-31, E1-MJMAIN-38, E1-MJMAIN-B0, E1-MJMATHI-78;
FAIL;ressource_absente;informatique-embarquee-objets-connectes/en-codant/piloter-deplacements-robotise/le-robot-braccio-description/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/en-codant/piloter-deplacements-robotise/le-robot-braccio-illustration/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/en-codant/piloter-deplacements-robotise/preparation/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/en-codant/piloter-deplacements-robotise/presentation/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/en-codant/piloter-deplacements-robotise/traitement-des-donnees-avec-python/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/en-codant/suivre-arreter-devant-obstacle/avant-de-commencer/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;lien_interne_casse;informatique-embarquee-objets-connectes/en-codant/suivre-arreter-devant-obstacle/comment-programmer-le-maqueen-par-blocks-reference/index.html;Cible locale absente dans le site construit.;./Comment programmer le Maqueen par blocks Reference.pdf
FAIL;ressource_absente;informatique-embarquee-objets-connectes/en-codant/suivre-arreter-devant-obstacle/comment-programmer-le-maqueen-par-blocks-reference/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/en-codant/suivre-arreter-devant-obstacle/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;lien_interne_casse;informatique-embarquee-objets-connectes/en-codant/suivre-arreter-devant-obstacle/le-robot-maqueen-en-action-video/index.html;Cible locale absente dans le site construit.;./Le robot Maqueen en action Video.mp4
FAIL;ressource_absente;informatique-embarquee-objets-connectes/en-codant/suivre-arreter-devant-obstacle/le-robot-maqueen-en-action-video/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/en-codant/suivre-arreter-devant-obstacle/presentation/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/en-codant/suivre-arreter-devant-obstacle/programmer-dans-vittascience-site/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/en-codant/suivre-arreter-devant-obstacle/traitement-des-donnees-avec-vittascience/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/boussole-inclinee-premier-exemple/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/boussole-inclinee-second-exemple/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/boussole-vers-le-nord/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/cannes-blanches-electroniques-questions/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/fabriquer-un-thermometre-avec-une-carte-micro-bit-exercice/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/fabriquer-une-boussole-avec-carte-micro-bit-exercice/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/gosense-dispositif-intelligentes-cannes-blanches-article/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/hoverboard-et-environnement-complement/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/index.html;Ressource locale absente (script@src).;../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/informatique-embarquee-generalites-questions/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/l-abs-questions/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/l-hoverboard-composition/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/l-hoverboard-presentation/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;lien_interne_casse;informatique-embarquee-objets-connectes/exercices/la-boussole-micro-bit-en-action-video/index.html;Cible locale absente dans le site construit.;./La Boussole micro bit en action Video.mp4
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/la-boussole-micro-bit-en-action-video/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/la-canne-blanche-de-locomotion-video/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/le-babyphone-ipc-310-bp-corrige/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/le-babyphone-ipc-310-bp-description/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/le-babyphone-ipc-310-bp-questions/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/les-versions-electroniques-de-la-canne-blanche/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-10/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-11/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-12/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-13/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-14/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-15/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-16/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-17/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-18/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-19/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-2/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-20/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-21/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-3/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-4/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-5/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-6/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-7/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-8/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/nformatique-embarquee/sans-titre-9/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/premiere-intelligente-reconstitue-environnement-aveugles/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/principe-de-la-canne-blanche/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;lien_interne_casse;informatique-embarquee-objets-connectes/exercices/resultat-souhaite-la-temperature-evolue-ici-de-24-c-31-video/index.html;Cible locale absente dans le site construit.;./Resultat souhaite la temperature evolue ici de 24 C 31 Video.mp4
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/resultat-souhaite-la-temperature-evolue-ici-de-24-c-31-video/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/sans-titre/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/schema-logique-de-l-hoverboard-exercice/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/trame-du-programme-boussole/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/un-nouveau-procede-de-freinage-l-abs-video/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/exercices/valeurs-du-programme-a-editer-code-scratch/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/index.html;Ressource locale absente (script@src).;../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/ouverture-du-chapitre/environnement-sante-handicap-sport-loisirs-ils-sont-partout/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/ouverture-du-chapitre/index.html;Ressource locale absente (script@src).;../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/ouverture-du-chapitre/objets-connectes-en-une-seule-frise/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/prolongements/australie-drones-semeurs-graines-deforestation-article/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/prolongements/ces-lunettes-qui-rendent-presque-la-vue-aux-aveugles-article/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/prolongements/drones-semeurs-de-graines/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/prolongements/index.html;Ressource locale absente (script@src).;../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/prolongements/innovation-lunettes-realite-augmentee-amateurs-malentendants/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/prolongements/les-aides-a-la-conduite-pour-notre-securite-article/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/prolongements/lunettes-connectees-grande-tendance-alors-pretes-article/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/prolongements/lunettes-pour-malentendants/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/prolongements/orcam-regardez-par-vous-meme-video/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/prolongements/pacemaker-comment-marche-ce-stimulateur-cardiaque-article/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/prolongements/paralyse-il-remarche-grace-a-la-force-de-sa-pensee/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/prolongements/pour-le-meilleur/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/prolongements/un-drone-pour-surveiller-la-qualite-de-l-eau-article/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/reperes/1967-premier-systeme-embarque-guidage-mission-lunaire-apollo/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/reperes/1971-premier-processeur-produit-par-intel/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/reperes/1998-mise-en-service-du-metro-sans-conducteur-paris-la-ligne/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/reperes/1999-introduction-expression-internet-objets-kevin-ashton/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/reperes/2007-commercialisation-de-l-iphone/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/reperes/2010-2020-les-aides-conduite-multiplient-dans-les-voitures/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/reperes/airbus-premier-equipe-commandes-electriques-informatisees/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;informatique-embarquee-objets-connectes/reperes/index.html;Ressource locale absente (script@src).;../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/adresses-ip/adresses-ip-comprendre-l-essentiel-en-7-minutes-video/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/adresses-ip/adresses-ip-questions/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/adresses-ip/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/index.html;Ressource locale absente (script@src).;../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/langage-machine/conversion-binaire-hexadecimal-schema/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/langage-machine/conversion-decimal-binaire-schema/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/langage-machine/decouvrir-le-langage-machine-questions/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/langage-machine/des-bits-et-des-octets/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/langage-machine/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/langage-machine/l-encodage-ascii/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/langage-machine/numeration-binaire-decimale-et-hexadecimale/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/langage-machine/tableau-de-conversion-decimal-binaire-hexadecimal/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/modeles-osi-et-tcp-ip/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/modeles-osi-et-tcp-ip/modeles-osi-et-tcp-ip-comprendre-essentiel-en-minutes-video/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/modeles-osi-et-tcp-ip/modeles-osi-et-tcp-ip-questions/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/routage/algorithme-de-modification-la-table-routage-d-un-routeur/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/routage/construire-un-graphe-en-arbre-des-plus-courts-chemins/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/routage/construire-un-tableau-des-sauts-d-routeur-a-autre/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/routage/exemple-de-reseau-routeurs-interconnectes-graphique/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/routage/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/routage/la-solution-du-routage-dynamique/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/routage/la-table-des-chemins-les-plus-courts-questions/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/routage/la-table-des-sauts-questions/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/routage/le-principe-du-routage-d-un-courrier/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/routage/le-principe-du-routage-d-un-paquet-de-donnees/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/routage/le-routage-dynamique-questions/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/routage/le-routage-sur-le-reseau-des-reseaux/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/routage/les-strategies-de-routage-questions/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/routage/quelques-strategies-de-routage-a-envisager/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/serveurs-dns/dns-comprendre-l-essentiel-en-5-minutes-video/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/serveurs-dns/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/serveurs-dns/serveurs-dns-questions/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/trame-ethernet/decryptez-la-trame-ethernet-questions/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/trame-ethernet/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/trame-ethernet/structure-d-un-en-tete-ip/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/trame-ethernet/structure-d-une-trame-ethernet/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/trame-ethernet/table-ascii-reference/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/trame-ethernet/trame-ethernet-coloree-par-zone-aide/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/activites/trame-ethernet/une-trame-ethernet-recuperee-sur-le-reseau/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/cours/adresses-symboliques-serveur/de-la-requete-dns-a-l-affichage-d-une-page-web/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/cours/adresses-symboliques-serveur/de-la-requete-dns-a-l-affichage-d-une-page-web-schema/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/cours/adresses-symboliques-serveur/index.html;Ressource locale absente (script@src).;../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/cours/adresses-symboliques-serveur/noms-de-domaine-et-url-schema/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/cours/adresses-symboliques-serveur/qu-est-ce-qu-un-dns/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
FAIL;ressource_absente;internet/cours/adresses-symboliques-serveur/qu-est-ce-qu-un-nom-de-domaine/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
WARN;ids_dupliques;internet/cours/adresses-symboliques-serveur/qu-est-ce-qu-une-url/index.html;Identifiants HTML dupliqués : E1-MJMAIN-22, E1-MJMAIN-2E, E1-MJMAIN-2F, E1-MJMAIN-3A, E1-MJMAIN-3D, E1-MJMATHI-61, E1-MJMATHI-63, E1-MJMATHI-64, E1-MJMATHI-65, E1-MJMATHI-66, E1-MJMATHI-67, E1-MJMATHI-68;
FAIL;ressource_absente;internet/cours/adresses-symboliques-serveur/qu-est-ce-qu-une-url/index.html;Ressource locale absente (script@src).;../../../../javascripts/fix-links.js
